"l1","l2","train.mse","validate.mse","code"
0,0.1,976.430575186948,908.353046764965,"TFF"
2,0.1,977.495164099857,908.936743295549,"TFF"
4,0.1,978.624536424823,909.612009995708,"TFF"
6,0.1,979.68773437971,910.379712282011,"TFF"
8,0.1,980.745742660794,911.172216146948,"TFF"
10,0.1,981.810054557877,912.067341481138,"TFF"
12,0.1,982.897068621187,913.033632360598,"TFF"
14,0.1,984.022680408538,914.041302700977,"TFF"
16,0.1,985.109351910134,915.009333935952,"TFF"
18,0.1,986.147976932131,915.923297632506,"TFF"
20,0.1,987.22273961863,916.878669394818,"TFF"
0,0.2,986.305182423797,915.936363461482,"TFF"
2,0.2,987.273330083111,916.676746766214,"TFF"
4,0.2,988.273175214678,917.469176015693,"TFF"
6,0.2,989.238305518164,918.322070394727,"TFF"
8,0.2,990.178883255084,919.151571678628,"TFF"
10,0.2,991.136267248794,920.002401351975,"TFF"
12,0.2,992.074559457406,920.908153164688,"TFF"
14,0.2,993.029538561708,921.841914481731,"TFF"
16,0.2,993.927665884912,922.710034207103,"TFF"
18,0.2,994.817757210922,923.569325362617,"TFF"
20,0.2,995.726847016295,924.450629979617,"TFF"
0,0.3,992.948953512569,921.915639570386,"TFF"
2,0.3,993.806853452527,922.648067978625,"TFF"
4,0.3,994.68479145807,923.413684553726,"TFF"
6,0.3,995.54024656827,924.231433401909,"TFF"
8,0.3,996.373857230623,925.027655935512,"TFF"
10,0.3,997.205645921893,925.813699879572,"TFF"
12,0.3,998.041474669963,926.627988834415,"TFF"
14,0.3,998.864656204519,927.469508247865,"TFF"
16,0.3,999.639503151005,928.254344325754,"TFF"
18,0.3,1000.41332123862,929.038124849004,"TFF"
20,0.3,1001.19950517831,929.83629599755,"TFF"
0,0.4,997.74133369509,926.595944521586,"TFF"
2,0.4,998.503516863268,927.281224790175,"TFF"
4,0.4,999.288014107873,928.003397009864,"TFF"
6,0.4,1000.05806970935,928.771500781059,"TFF"
8,0.4,1000.81253061985,929.532860453909,"TFF"
10,0.4,1001.55142297848,930.25885843826,"TFF"
12,0.4,1002.30276865755,930.999789126081,"TFF"
14,0.4,1003.03404413006,931.766012415355,"TFF"
16,0.4,1003.72168753001,932.48439243467,"TFF"
18,0.4,1004.40954701843,933.202998430894,"TFF"
20,0.4,1005.10636532855,933.932046926038,"TFF"
0,0.5,1001.41189396805,930.37646969096,"TFF"
2,0.5,1002.11189317044,931.03743788466,"TFF"
4,0.5,1002.8232520937,931.716345286245,"TFF"
6,0.5,1003.52193131442,932.430647881122,"TFF"
8,0.5,1004.2126800491,933.15176037563,"TFF"
10,0.5,1004.88091687523,933.826532842406,"TFF"
12,0.5,1005.55833822377,934.512101537675,"TFF"
14,0.5,1006.22788021108,935.214181724973,"TFF"
16,0.5,1006.85004673106,935.878649933549,"TFF"
18,0.5,1007.47234045985,936.543141424723,"TFF"
20,0.5,1008.10154560412,937.215691632555,"TFF"
0,0.6,1004.36436363003,933.544219919712,"TFF"
2,0.6,1005.00833796346,934.169700403954,"TFF"
4,0.6,1005.66127957578,934.80912082516,"TFF"
6,0.6,1006.3029489525,935.477276933779,"TFF"
8,0.6,1006.94061407722,936.157563006391,"TFF"
10,0.6,1007.55425190411,936.790983802172,"TFF"
12,0.6,1008.17374488015,937.430197018066,"TFF"
14,0.6,1008.79348004465,938.08068965869,"TFF"
16,0.6,1009.3641778014,938.700327074969,"TFF"
18,0.6,1009.93460824423,939.319459003092,"TFF"
20,0.6,1010.51059283172,939.945065149205,"TFF"
0,0,965.600228319099,912.874807380435,"FFF"
2,0,966.387433439064,910.31370680849,"FFF"
4,0,967.897573764099,908.62446118127,"FFF"
6,0,968.826297235546,908.095262457926,"FFF"
8,0,969.438446120968,908.117103919248,"FFF"
10,0,970.197354388463,908.359608091539,"FFF"
12,0,971.117853870689,908.798136571485,"FFF"
14,0,972.204639232691,909.424974427114,"FFF"
16,0,973.457153540841,910.239732619971,"FFF"
18,0,974.757156970304,911.101727072077,"FFF"
20,0,975.794469860256,911.643354391205,"FFF"
0,0.1,978.556273017549,912.215121127464,"FFF"
2,0.1,979.644128721515,912.795876938415,"FFF"
4,0.1,980.811699985636,913.46324484436,"FFF"
6,0.1,981.895377206892,914.2208767722,"FFF"
8,0.1,983.004367348639,915.016492189346,"FFF"
10,0.1,984.0959159172,915.790836480669,"FFF"
12,0.1,985.153894887528,916.677731126372,"FFF"
14,0.1,986.243531543847,917.612522448919,"FFF"
16,0.1,987.330189264755,918.542921780933,"FFF"
18,0.1,988.308945570548,919.345068720531,"FFF"
20,0.1,989.319521117417,920.183375789982,"FFF"
0,0.2,988.491338191434,919.642228582866,"FFF"
2,0.2,989.467549315439,920.360727305461,"FFF"
4,0.2,990.477843966914,921.122029440161,"FFF"
6,0.2,991.455257868426,921.966969210229,"FFF"
8,0.2,992.429142440645,922.774578673791,"FFF"
10,0.2,993.359212367547,923.555206242748,"FFF"
12,0.2,994.30557930076,924.372402552316,"FFF"
14,0.2,995.214677192246,925.222137695483,"FFF"
16,0.2,996.087738072401,926.028560279707,"FFF"
18,0.2,996.920701469701,926.786904661486,"FFF"
20,0.2,997.769594562002,927.563732583831,"FFF"
0,0.3,995.152699634062,925.490886434317,"FFF"
2,0.3,996.007526618404,926.190275610106,"FFF"
4,0.3,996.882297757855,926.917391557915,"FFF"
6,0.3,997.735296409377,927.698345827704,"FFF"
8,0.3,998.584799814398,928.470965997813,"FFF"
10,0.3,999.389090628808,929.195358581224,"FFF"
12,0.3,1000.20249878759,929.929106603429,"FFF"
14,0.3,1000.99956455324,930.689538834418,"FFF"
16,0.3,1001.73976096629,931.405725926276,"FFF"
18,0.3,1002.45796750375,932.095256096494,"FFF"
20,0.3,1003.18610970405,932.796449397326,"FFF"
0,0.4,999.937868796151,930.049598209585,"FFF"
2,0.4,1000.69659463758,930.708090562977,"FFF"
4,0.4,1001.46688194175,931.3804910006,"FFF"
6,0.4,1002.22134928635,932.099670362983,"FFF"
8,0.4,1002.97708046772,932.824884966595,"FFF"
10,0.4,1003.68745886007,933.492669031108,"FFF"
12,0.4,1004.40035154197,934.161103594535,"FFF"
14,0.4,1005.11403014511,934.845654253513,"FFF"
16,0.4,1005.76230477077,935.493170989437,"FFF"
18,0.4,1006.39564957728,936.122387609427,"FFF"
20,0.4,1007.03594238085,936.759818874001,"FFF"
0,0.5,1003.59256123486,933.726461548694,"FFF"
2,0.5,1004.27401782287,934.337973859921,"FFF"
4,0.5,1004.96745726147,934.970636845202,"FFF"
6,0.5,1005.64549629116,935.633039031253,"FFF"
8,0.5,1006.3275898901,936.310249107333,"FFF"
10,0.5,1006.96562075938,936.928043186068,"FFF"
12,0.5,1007.6029562584,937.5422167157,"FFF"
14,0.5,1008.24832881435,938.16653471403,"FFF"
16,0.5,1008.83148338946,938.760511296264,"FFF"
18,0.5,1009.40025560558,939.339540619909,"FFF"
20,0.5,1009.97423440666,939.924754421358,"FFF"
0,0.6,1006.51035606532,936.778291038493,"FFF"
2,0.6,1007.13352191394,937.357320671108,"FFF"
4,0.6,1007.76412168764,937.948186729835,"FFF"
6,0.6,1008.381560475,938.562694008207,"FFF"
8,0.6,1008.99982681084,939.18733435429,"FFF"
10,0.6,1009.58576110307,939.771666543559,"FFF"
12,0.6,1010.16418154138,940.340752012442,"FFF"
14,0.6,1010.74846309166,940.916992446459,"FFF"
16,0.6,1011.2873375154,941.466744273524,"FFF"
18,0.6,1011.80524355825,942.003799432086,"FFF"
20,0.6,1012.32723458919,942.545721981305,"FFF"
0,0,280.956886530276,1547.2715369062,"TTT"
2,0,472.570807049341,1138.24554360952,"TTT"
4,0,590.619145771048,1054.76022953388,"TTT"
6,0,669.283831380218,1021.64084272967,"TTT"
8,0,728.328404844047,999.777085279097,"TTT"
10,0,769.810479954186,991.349154561167,"TTT"
12,0,801.847570771548,985.318166333506,"TTT"
14,0,826.73683444697,979.835388888558,"TTT"
16,0,844.786791756777,975.703520526754,"TTT"
18,0,858.956188670192,975.270444707333,"TTT"
20,0,869.512698304536,974.352458412397,"TTT"
0,0.1,599.805720307611,1018.14604703214,"TTT"
2,0.1,668.933682586562,998.281521139541,"TTT"
4,0.1,725.830158444025,984.510764973867,"TTT"
6,0.1,770.181879268588,973.168237339806,"TTT"
8,0.1,801.615240899805,967.645283215716,"TTT"
10,0.1,827.312239820185,968.559373117316,"TTT"
12,0.1,845.397257705808,966.405680327126,"TTT"
14,0.1,856.425240726866,964.605923837404,"TTT"
16,0.1,866.538407899439,965.524713750486,"TTT"
18,0.1,875.991801910089,965.772654519612,"TTT"
20,0.1,884.217195847565,966.384753805158,"TTT"
0,0.2,679.731509049617,991.252149560761,"TTT"
2,0.2,728.595919578824,978.452809625784,"TTT"
4,0.2,769.831129899818,971.010182177783,"TTT"
6,0.2,802.620344094991,967.266951145866,"TTT"
8,0.2,827.860378545111,965.161585287533,"TTT"
10,0.2,847.470939862846,963.545703246696,"TTT"
12,0.2,859.763788949208,962.019832520926,"TTT"
14,0.2,869.061894799712,963.071278539426,"TTT"
16,0.2,877.763383943977,963.744756341048,"TTT"
18,0.2,885.350480794355,964.132673501381,"TTT"
20,0.2,892.514929422273,964.794908567087,"TTT"
0,0.3,723.956852159314,975.899630532542,"TTT"
2,0.3,761.848111419817,971.831067922294,"TTT"
4,0.3,795.969930450115,966.393413535186,"TTT"
6,0.3,823.363448799859,964.856182304669,"TTT"
8,0.3,844.042806419429,963.627514140249,"TTT"
10,0.3,859.906990898524,961.964723466541,"TTT"
12,0.3,870.049266262554,961.27661637318,"TTT"
14,0.3,878.197905126662,962.511117109322,"TTT"
16,0.3,885.642214654172,963.57885992531,"TTT"
18,0.3,892.292850537448,964.206462778496,"TTT"
20,0.3,898.618784993028,965.098498121849,"TTT"
0,0.4,753.156898595601,971.711474642362,"TTT"
2,0.4,785.29643296524,967.73728766775,"TTT"
4,0.4,814.26944560304,965.168392773243,"TTT"
6,0.4,838.028137153264,963.583899664768,"TTT"
8,0.4,855.587079922828,962.773431205143,"TTT"
10,0.4,868.957453054715,961.894367960274,"TTT"
12,0.4,877.716946911985,961.638794056003,"TTT"
14,0.4,885.065098825865,962.689449006329,"TTT"
16,0.4,891.916708463382,963.956805800637,"TTT"
18,0.4,897.904311747607,964.832027957855,"TTT"
20,0.4,903.726726952867,965.858022871123,"TTT"
0,0.5,774.878239269232,968.369422263171,"TTT"
2,0.5,803.122593374632,965.519086034799,"TTT"
4,0.5,828.194025115529,964.573120793257,"TTT"
6,0.5,849.14032878875,962.990248066617,"TTT"
8,0.5,864.708015715124,962.59796289187,"TTT"
10,0.5,876.096049181473,962.370062924563,"TTT"
12,0.5,883.668831892018,962.125133001628,"TTT"
14,0.5,890.837160422879,963.300367242497,"TTT"
16,0.5,897.167593409525,964.637339786832,"TTT"
18,0.5,902.736979230755,965.692186687693,"TTT"
20,0.5,908.114615716157,966.857704655229,"TTT"
0,0.6,791.922388720996,966.761178672363,"TTT"
2,0.6,817.084578875713,964.986850776965,"TTT"
4,0.6,839.359211089716,964.417170474676,"TTT"
6,0.6,857.973968517094,963.190200379771,"TTT"
8,0.6,872.084381160009,963.110118744283,"TTT"
10,0.6,882.056348828382,962.801660413264,"TTT"
12,0.6,888.8834854847,962.908487094045,"TTT"
14,0.6,895.749846123233,964.285966943035,"TTT"
16,0.6,901.72049637355,965.589949118169,"TTT"
18,0.6,906.926326364784,966.769392102713,"TTT"
20,0.6,911.894261920794,967.949804775003,"TTT"
0,0,281.001288184476,1547.04283635845,"FTT"
2,0,472.572663761173,1138.53616098429,"FTT"
4,0,590.598405974127,1054.74476131281,"FTT"
6,0,669.282706341274,1021.52712953389,"FTT"
8,0,728.317130473399,999.774744859046,"FTT"
10,0,769.822852927867,991.380430104468,"FTT"
12,0,801.854318983132,985.306197866675,"FTT"
14,0,826.736726258017,979.83502407834,"FTT"
16,0,844.789038835643,975.704340423166,"FTT"
18,0,858.957544260903,975.270791398712,"FTT"
20,0,869.515804949583,974.350373888227,"FTT"
0,0.1,599.81542554983,1018.22355074816,"FTT"
2,0.1,668.935091484263,998.207374616618,"FTT"
4,0.1,725.83035131899,984.535517842166,"FTT"
6,0.1,770.180041125048,973.196432570252,"FTT"
8,0.1,801.619276447559,967.643552288851,"FTT"
10,0.1,827.313402709432,968.5495592992,"FTT"
12,0.1,845.393091211363,966.408242401846,"FTT"
14,0.1,856.424747763881,964.609509323121,"FTT"
16,0.1,866.537849839644,965.526764117584,"FTT"
18,0.1,875.996359619237,965.775612340834,"FTT"
20,0.1,884.217406701568,966.391855072686,"FTT"
0,0.2,679.730432897111,991.232957254964,"FTT"
2,0.2,728.594499861259,978.516739075339,"FTT"
4,0.2,769.834470739924,971.026006578146,"FTT"
6,0.2,802.623441653322,967.245162369181,"FTT"
8,0.2,827.862018079489,965.154517477754,"FTT"
10,0.2,847.470939768429,963.55097646913,"FTT"
12,0.2,859.763914007876,962.01983964951,"FTT"
14,0.2,869.062768318112,963.070999026319,"FTT"
16,0.2,877.762515000428,963.743008143965,"FTT"
18,0.2,885.34927437887,964.138896430386,"FTT"
20,0.2,892.513069457716,964.782790510184,"FTT"
0,0.3,723.95914740751,975.934597853158,"FTT"
2,0.3,761.849831375649,971.806781074129,"FTT"
4,0.3,795.968309761926,966.369858258071,"FTT"
6,0.3,823.363993001327,964.862001355901,"FTT"
8,0.3,844.044356625754,963.634121927437,"FTT"
10,0.3,859.907750246726,961.966046839948,"FTT"
12,0.3,870.048269862482,961.276913302695,"FTT"
14,0.3,878.198639305586,962.510831227913,"FTT"
16,0.3,885.643870895165,963.577318517646,"FTT"
18,0.3,892.228672496211,964.204514891238,"FTT"
20,0.3,898.618442953305,965.088893146922,"FTT"
0,0.4,753.158662579653,971.695162149864,"FTT"
2,0.4,785.292705243509,967.730821374268,"FTT"
4,0.4,814.26771432936,965.159100942906,"FTT"
6,0.4,838.029656379671,963.588442345284,"FTT"
8,0.4,855.588519666064,962.777155285532,"FTT"
10,0.4,868.957238898177,961.892814837522,"FTT"
12,0.4,877.716518911568,961.63959245523,"FTT"
14,0.4,885.066073349286,962.69018124811,"FTT"
16,0.4,891.920217969935,963.959316462882,"FTT"
18,0.4,897.898861579193,964.831676481812,"FTT"
20,0.4,903.72815291861,965.852324366762,"FTT"
0,0.5,774.8733846488,968.358418912254,"FTT"
2,0.5,803.124162864957,965.528966558927,"FTT"
4,0.5,828.192007622911,964.563638105385,"FTT"
6,0.5,849.14070881297,962.986916315649,"FTT"
8,0.5,864.707903490389,962.597475965401,"FTT"
10,0.5,876.096597358919,962.37036628289,"FTT"
12,0.5,883.668971534616,962.125180011386,"FTT"
14,0.5,890.837859075419,963.302780898711,"FTT"
16,0.5,897.170817952666,964.642631283158,"FTT"
18,0.5,902.732212632392,965.689801500589,"FTT"
20,0.5,908.117631137165,966.853086263577,"FTT"
0,0.6,791.924075203605,966.775992604911,"FTT"
2,0.6,817.085592461097,964.995586270656,"FTT"
4,0.6,839.356550036707,964.412638720239,"FTT"
6,0.6,857.974058822067,963.19100463885,"FTT"
8,0.6,872.084779926808,963.111498530735,"FTT"
10,0.6,882.056394403215,962.801426448256,"FTT"
12,0.6,888.883680114336,962.908383667086,"FTT"
14,0.6,895.750230594262,964.288308002397,"FTT"
16,0.6,901.72224724448,965.595882515616,"FTT"
18,0.6,906.922250002312,966.765656165759,"FTT"
20,0.6,911.897049985727,967.946142059115,"FTT"
0,0,424.829839549405,1449.48390962177,"TFT"
2,0,578.011542808254,1103.93110077255,"TFT"
4,0,682.734253415425,1036.25510900789,"TFT"
6,0,760.040673937184,1020.08714285302,"TFT"
8,0,820.561493981968,999.182338336288,"TFT"
10,0,865.343483696747,987.276637487235,"TFT"
12,0,894.050245088775,986.949020116276,"TFT"
14,0,918.362558114096,991.468848938964,"TFT"
16,0,931.955800018228,991.602523293292,"TFT"
18,0,939.824032523733,992.990817732709,"TFT"
20,0,944.828740987436,993.813894130645,"TFT"
0,0.1,712.936137659531,1013.9306514317,"TFT"
2,0.1,772.624229757161,1005.52826789202,"TFT"
4,0.1,822.999048678705,998.197511503358,"TFT"
6,0.1,862.889496588916,996.943582458005,"TFT"
8,0.1,893.737496631878,995.422321254264,"TFT"
10,0.1,915.891797596136,997.689243590643,"TFT"
12,0.1,934.536980893218,1002.67182027128,"TFT"
14,0.1,943.520368531703,1002.6223476408,"TFT"
16,0.1,947.628435511289,1003.30704102408,"TFT"
18,0.1,951.871552701153,1005.07796654356,"TFT"
20,0.1,955.916225884628,1006.99180176441,"TFT"
0,0.2,786.89929419571,1007.20274571884,"TFT"
2,0.2,828.41325184795,1001.54709457119,"TFT"
4,0.2,864.770682323395,1002.18451133627,"TFT"
6,0.2,894.988779024422,1001.62643727407,"TFT"
8,0.2,917.366786791811,1002.90883781198,"TFT"
10,0.2,935.142782240869,1006.8708576006,"TFT"
12,0.2,946.62379867779,1009.24675791503,"TFT"
14,0.2,952.558199558688,1007.78016495999,"TFT"
16,0.2,955.467999729861,1009.00507237354,"TFT"
18,0.2,959.463136876257,1011.57933109961,"TFT"
20,0.2,963.303330943036,1013.94414564059,"TFT"
0,0.3,826.606014994436,1003.68965331033,"TFT"
2,0.3,859.29720764837,1005.1007041892,"TFT"
4,0.3,888.92224790593,1004.60000498665,"TFT"
6,0.3,912.758248628104,1006.00867465854,"TFT"
8,0.3,931.416546848607,1009.25955350728,"TFT"
10,0.3,945.548192496886,1011.74234009636,"TFT"
12,0.3,954.027611591165,1012.7461759141,"TFT"
14,0.3,958.358647551602,1012.30828216391,"TFT"
16,0.3,961.175414827569,1013.75346911754,"TFT"
18,0.3,965.169286425175,1016.33893764465,"TFT"
20,0.3,968.67042819768,1018.75304139946,"TFT"
0,0.4,852.52221112715,1006.4235805005,"TFT"
2,0.4,879.892899777903,1007.33984799715,"TFT"
4,0.4,904.86915621639,1008.47759202924,"TFT"
6,0.4,925.465642107314,1010.71910118611,"TFT"
8,0.4,940.843614341941,1013.13314992354,"TFT"
10,0.4,952.81800001774,1015.14727363855,"TFT"
12,0.4,959.709621083496,1015.25193391001,"TFT"
14,0.4,962.61105473672,1016.09370157328,"TFT"
16,0.4,965.852660058487,1017.68923625775,"TFT"
18,0.4,969.65939885493,1020.26725356813,"TFT"
20,0.4,972.94363151723,1022.67564088965,"TFT"
0,0.5,871.209593186131,1007.97371132682,"TFT"
2,0.5,895.200406727858,1009.9953393711,"TFT"
4,0.5,916.814456121434,1011.82047560503,"TFT"
6,0.5,934.816036407327,1014.44763825142,"TFT"
8,0.5,947.985216891737,1016.03853711886,"TFT"
10,0.5,958.448279161956,1017.7331146355,"TFT"
12,0.5,963.724073361127,1018.09651138216,"TFT"
14,0.5,966.194213964467,1018.96695122007,"TFT"
16,0.5,969.782570869965,1021.00128847625,"TFT"
18,0.5,973.41666862885,1023.59423210736,"TFT"
20,0.5,976.50748613545,1025.95757381281,"TFT"
0,0.6,885.612096917209,1010.44185410769,"TFT"
2,0.6,907.050918544492,1012.88982582168,"TFT"
4,0.6,926.096964855762,1014.95182721261,"TFT"
6,0.6,941.945160391337,1017.31052962757,"TFT"
8,0.6,953.646241896081,1018.72944798422,"TFT"
10,0.6,962.919992513856,1020.11670159895,"TFT"
12,0.6,967.183207597484,1020.71739835553,"TFT"
14,0.6,969.310330222043,1021.4769110718,"TFT"
16,0.6,973.193672308099,1023.87813859359,"TFT"
18,0.6,976.642956314112,1026.45337138136,"TFT"
20,0.6,979.614620215209,1028.79535165492,"TFT"
0,0,424.035952767317,1451.85620536411,"FFT"
2,0,577.968355572177,1107.77096802728,"FFT"
4,0,682.511534706718,1041.55130380542,"FFT"
6,0,760.217679132591,1022.69206434439,"FFT"
8,0,820.641817798395,1002.77964568362,"FFT"
10,0,865.631270492133,991.702512856265,"FFT"
12,0,894.625814252754,991.509457997596,"FFT"
14,0,918.81711115545,995.838397548948,"FFT"
16,0,932.853435309281,995.317249413977,"FFT"
18,0,940.930899662176,996.047740493983,"FFT"
20,0,945.979684154712,997.231551777988,"FFT"
0,0.1,713.944312890712,1018.21879796522,"FFT"
2,0.1,773.56558100211,1009.61106008811,"FFT"
4,0.1,823.996900441104,1002.71105747297,"FFT"
6,0.1,863.877218535523,1000.9433084553,"FFT"
8,0.1,894.450453450866,999.379639283583,"FFT"
10,0.1,916.796234227598,1001.762990496,"FFT"
12,0.1,935.858766576945,1006.16694686342,"FFT"
14,0.1,944.665940238924,1006.30855601765,"FFT"
16,0.1,948.995376712696,1006.49709596123,"FFT"
18,0.1,953.318071317806,1008.05797564286,"FFT"
20,0.1,957.403381746372,1009.93918709091,"FFT"
0,0.2,788.232313211152,1011.40246338991,"FFT"
2,0.2,829.673055671734,1005.50966442714,"FFT"
4,0.2,866.073235682478,1006.04213758032,"FFT"
6,0.2,896.152969398325,1005.34051737052,"FFT"
8,0.2,918.550188055751,1006.47265072545,"FFT"
10,0.2,936.480825104,1010.40404856274,"FFT"
12,0.2,948.21364949423,1012.7821641529,"FFT"
14,0.2,953.931708128621,1010.97437447784,"FFT"
16,0.2,956.978788894528,1012.03797032451,"FFT"
18,0.2,960.9683632503,1014.46051209959,"FFT"
20,0.2,964.815597477851,1016.72808316155,"FFT"
0,0.3,828.022971086089,1007.65596120383,"FFT"
2,0.3,860.706068589377,1008.66373295289,"FFT"
4,0.3,890.304389455972,1008.32753816557,"FFT"
6,0.3,914.11881857715,1009.52143421654,"FFT"
8,0.3,932.807518112702,1012.54432660515,"FFT"
10,0.3,946.967853653434,1015.09349805601,"FFT"
12,0.3,955.591931522308,1016.01001289001,"FFT"
14,0.3,959.784330231552,1015.42979324502,"FFT"
16,0.3,962.787736377066,1016.72320512251,"FFT"
18,0.3,966.701028822417,1019.15241733133,"FFT"
20,0.3,970.185373356944,1021.45447696975,"FFT"
0,0.4,854.014395192993,1010.1317490157,"FFT"
2,0.4,881.44359995064,1011.06964812936,"FFT"
4,0.4,906.314610407154,1011.9480744365,"FFT"
6,0.4,926.936944325738,1014.08194353878,"FFT"
8,0.4,942.33448034553,1016.39056975683,"FFT"
10,0.4,954.318704998977,1018.24092287725,"FFT"
12,0.4,961.269586632925,1018.3204955212,"FFT"
14,0.4,964.081837131127,1018.97630947358,"FFT"
16,0.4,967.462458464157,1020.49520850864,"FFT"
18,0.4,971.232312722845,1022.96429059579,"FFT"
20,0.4,974.396208155481,1025.20139529411,"FFT"
0,0.5,872.76576055583,1011.52105612017,"FFT"
2,0.5,896.746009425246,1013.54459272089,"FFT"
4,0.5,918.279930430985,1015.08747274481,"FFT"
6,0.5,936.321477182829,1017.59341790456,"FFT"
8,0.5,949.478201480228,1019.10304338733,"FFT"
10,0.5,960.036242421631,1020.69915645235,"FFT"
12,0.5,965.320747892004,1020.95061561039,"FFT"
14,0.5,967.70432760841,1021.68943065815,"FFT"
16,0.5,971.366066183403,1023.6762471998,"FFT"
18,0.5,974.901295779455,1026.12017230339,"FFT"
20,0.5,977.991285348054,1028.39684264348,"FFT"
0,0.6,887.171226011215,1013.85016094139,"FFT"
2,0.6,908.585889161669,1016.18346540368,"FFT"
4,0.6,927.604415910175,1018.03734549592,"FFT"
6,0.6,943.456202639657,1020.31957916062,"FFT"
8,0.6,955.140158496593,1021.65571295012,"FFT"
10,0.6,964.481671168035,1022.96680300347,"FFT"
12,0.6,968.723430745571,1023.41172184217,"FFT"
14,0.6,970.814588393628,1024.08967171009,"FFT"
16,0.6,974.739224207879,1026.41559666851,"FFT"
18,0.6,978.146875077022,1028.8745000076,"FFT"
20,0.6,981.063304883273,1031.12018304338,"FFT"
0,0,799.899646661893,1053.66376759195,"TTF"
2,0,804.930791327268,1030.92592486841,"TTF"
4,0,811.518168586641,1014.4647460708,"TTF"
6,0,820.128409514769,1001.45200627635,"TTF"
8,0,829.463685325126,991.176381670861,"TTF"
10,0,838.77674158384,984.606663528529,"TTF"
12,0,848.664307985784,979.889881119601,"TTF"
14,0,857.714915748294,977.043976578371,"TTF"
16,0,866.403406420651,975.76342051583,"TTF"
18,0,874.255223895006,974.136279032129,"TTF"
20,0,882.287532024876,973.207575222928,"TTF"
0,0.1,823.921008755426,995.707142022913,"TTF"
2,0.1,829.855868857011,986.957800334056,"TTF"
4,0.1,836.372586768263,980.630511218004,"TTF"
6,0.1,843.687149826144,976.533799046978,"TTF"
8,0.1,851.30867153573,973.252828933317,"TTF"
10,0.1,859.183744765575,970.447320374408,"TTF"
12,0.1,866.507101296167,969.074697627928,"TTF"
14,0.1,873.492640286789,968.725891757861,"TTF"
16,0.1,880.268965260041,968.49859290241,"TTF"
18,0.1,886.223015076219,968.098414544949,"TTF"
20,0.1,891.951215193795,967.893683469195,"TTF"
0,0.2,837.258941293152,980.922293768823,"TTF"
2,0.2,843.044345622484,976.497355048215,"TTF"
4,0.2,849.313360541468,973.059994331187,"TTF"
6,0.2,855.929942289566,970.577015173075,"TTF"
8,0.2,862.88249332758,968.737585139875,"TTF"
10,0.2,869.794269793645,967.064746423325,"TTF"
12,0.2,876.174359853103,966.54668471747,"TTF"
14,0.2,882.363891832494,966.601093302201,"TTF"
16,0.2,887.830429871063,966.617012155223,"TTF"
18,0.2,893.16479293143,966.554954365235,"TTF"
20,0.2,898.374771602602,966.442110028216,"TTF"
0,0.3,847.956821907685,974.102230386394,"TTF"
2,0.3,853.486437835189,971.587234386486,"TTF"
4,0.3,859.390707268711,969.624697248882,"TTF"
6,0.3,865.459049570929,967.940991938875,"TTF"
8,0.3,871.781916433567,966.847216981407,"TTF"
10,0.3,877.944400559146,966.102893692918,"TTF"
12,0.3,883.759245663164,965.689594142499,"TTF"
14,0.3,889.018704958973,965.773938459862,"TTF"
16,0.3,893.885608285543,966.113223529456,"TTF"
18,0.3,898.759589481884,966.411220557771,"TTF"
20,0.3,903.592409774885,966.74309953405,"TTF"
0,0.4,856.837341612384,970.536111117807,"TTF"
2,0.4,862.106002679988,969.07832898698,"TTF"
4,0.4,867.604412618948,967.849164091903,"TTF"
6,0.4,873.26044532537,966.831883721568,"TTF"
8,0.4,879.053652247743,966.267096879065,"TTF"
10,0.4,884.614907305206,966.149754084461,"TTF"
12,0.4,889.864555539454,965.826997032829,"TTF"
14,0.4,894.558135386562,965.867919614784,"TTF"
16,0.4,899.053505426084,966.287461916977,"TTF"
18,0.4,903.569262801796,966.754895747759,"TTF"
20,0.4,908.049284678963,967.340499321324,"TTF"
0,0.5,864.380455975554,968.64642641621,"TTF"
2,0.5,869.37562443798,967.811819523686,"TTF"
4,0.5,874.533397240976,967.09537142459,"TTF"
6,0.5,879.784041330259,966.402850446209,"TTF"
8,0.5,885.135772998611,966.333380404488,"TTF"
10,0.5,890.209556123348,966.519980922094,"TTF"
12,0.5,894.9318291892,966.332563862595,"TTF"
14,0.5,899.311291886494,966.324505274859,"TTF"
16,0.5,903.5129902374,966.863944288042,"TTF"
18,0.5,907.743015108264,967.457094852648,"TTF"
20,0.5,911.907130139165,968.15497279975,"TTF"
0,0.6,870.900251269001,967.694447118748,"TTF"
2,0.6,875.62151357484,967.133263962009,"TTF"
4,0.6,880.478275335066,966.74740977799,"TTF"
6,0.6,885.411655837455,966.515142754716,"TTF"
8,0.6,890.349664661977,966.806234980448,"TTF"
10,0.6,894.974054037788,966.958469698541,"TTF"
12,0.6,899.316093639764,967.003906718231,"TTF"
14,0.6,903.452630964219,967.128989596275,"TTF"
16,0.6,907.394647918003,967.655200321346,"TTF"
18,0.6,911.374324979218,968.359766595279,"TTF"
20,0.6,915.316575044433,969.151941389923,"TTF"
0,0,799.944443370106,1054.02082147817,"FTF"
2,0,804.947060419422,1031.24673395988,"FTF"
4,0,811.460932800251,1014.43823977198,"FTF"
6,0,819.948366403315,1001.42627865224,"FTF"
8,0,829.370419926842,991.514473818157,"FTF"
10,0,838.751970142532,985.013868890284,"FTF"
