"l1","l2","train.mse","validate.mse","code"
0,0.3,970.886822419124,955.67477091339,"TFF"
2,0.3,971.772791669679,956.820866041864,"TFF"
4,0.3,972.660192705665,958.018455513292,"TFF"
6,0.3,973.542002664783,959.257832692124,"TFF"
8,0.3,974.447128969125,960.519868493802,"TFF"
10,0.3,975.365421846799,961.78832612448,"TFF"
12,0.3,976.272559628767,963.032226472553,"TFF"
14,0.3,977.200377338274,964.294505537006,"TFF"
16,0.3,978.127188206459,965.557586023146,"TFF"
18,0.3,979.055401308859,966.823605041331,"TFF"
20,0.3,979.984279568086,968.094660710457,"TFF"
0,0.4,975.12134081751,962.122720336207,"TFF"
2,0.4,975.913187368735,963.151257620445,"TFF"
4,0.4,976.705147228241,964.211702403754,"TFF"
6,0.4,977.495674611176,965.304176005313,"TFF"
8,0.4,978.297772661667,966.407293429098,"TFF"
10,0.4,979.112251417157,967.520654938246,"TFF"
12,0.4,979.911971407457,968.602950922895,"TFF"
14,0.4,980.726493184381,969.698509637123,"TFF"
16,0.4,981.535501244578,970.791100702809,"TFF"
18,0.4,982.343101619018,971.883707826545,"TFF"
20,0.4,983.161018048331,972.985797685098,"TFF"
0,0.5,978.353922992307,966.951920370795,"TFF"
2,0.5,979.075409748951,967.891259906984,"TFF"
4,0.5,979.793730548131,968.847604990763,"TFF"
6,0.5,980.504459795062,969.820434706626,"TFF"
8,0.5,981.227930565714,970.805881492595,"TFF"
10,0.5,981.964193367167,971.804122579363,"TFF"
12,0.5,982.685065037003,972.771226634079,"TFF"
14,0.5,983.415117504167,973.745227836101,"TFF"
16,0.5,984.137669296212,974.714393173296,"TFF"
18,0.5,984.857467548989,975.682072551281,"TFF"
20,0.5,985.586409726918,976.657894006448,"TFF"
0,0.6,980.942770546737,970.765316218548,"TFF"
2,0.6,981.601547585056,971.62134525659,"TFF"
4,0.6,982.26051373316,972.496815767454,"TFF"
6,0.6,982.911875101442,973.381242558485,"TFF"
8,0.6,983.573157011303,974.275485284181,"TFF"
10,0.6,984.244650171656,975.179961383492,"TFF"
12,0.6,984.905984751523,976.062156608119,"TFF"
14,0.6,985.57025682804,976.942871025633,"TFF"
16,0.6,986.226160971378,977.817768020849,"TFF"
18,0.6,986.878622657219,978.690350250203,"TFF"
20,0.6,987.538315777606,979.569406551018,"TFF"
0,0,947.329608915612,912.008442778223,"FFF"
2,0,947.748203556781,911.353869569569,"FFF"
